,global_id,PERIOD,WORK_NAME,NUM_ENTRANCE,ElevatorNumber,PLAN_DATE_START,PLAN_DATE_END,FACT_DATE_START,FACT_DATE_END,AdmArea,District,Address,UNOM
356,350510,2022,замена лифтового оборудования,3.0,3б,15.06.2022,18.08.2022,15.06.2022,10.10.2022,Восточный административный округ,район Новокосино,"город Москва, Новокосинская улица, дом 12, корпус 2",82021
357,350513,2022,замена лифтового оборудования,1.0,1а,18.03.2022,21.05.2022,18.03.2022,22.06.2022,Восточный административный округ,район Новокосино,"город Москва, Новокосинская улица, дом 12, корпус 1",82017
358,350516,2022,замена лифтового оборудования,2.0,2а,18.03.2022,21.05.2022,18.03.2022,22.06.2022,Восточный административный округ,район Новокосино,"город Москва, Новокосинская улица, дом 12, корпус 1",82017
359,350515,2022,замена лифтового оборудования,1.0,1б,15.06.2022,18.08.2022,15.06.2022,11.11.2022,Восточный административный округ,район Новокосино,"город Москва, Новокосинская улица, дом 12, корпус 1",82017
360,350514,2022,замена лифтового оборудования,2.0,2б,15.06.2022,18.08.2022,15.06.2022,11.11.2022,Восточный административный округ,район Новокосино,"город Москва, Новокосинская улица, дом 12, корпус 1",82017
361,350518,2022,замена лифтового оборудования,5.0,5б,15.06.2022,18.08.2022,15.06.2022,11.11.2022,Восточный административный округ,район Новокосино,"город Москва, Новокосинская улица, дом 12, корпус 5",82024
362,350517,2022,замена лифтового оборудования,6.0,6б,15.06.2022,18.08.2022,15.06.2022,11.11.2022,Восточный административный округ,район Новокосино,"город Москва, Новокосинская улица, дом 12, корпус 5",82024
363,350520,2022,замена лифтового оборудования,5.0,5а,18.03.2022,21.05.2022,18.03.2022,22.06.2022,Восточный административный округ,район Новокосино,"город Москва, Новокосинская улица, дом 12, корпус 5",82024
364,350519,2022,замена лифтового оборудования,6.0,6а,18.03.2022,21.05.2022,18.03.2022,22.06.2022,Восточный административный округ,район Новокосино,"город Москва, Новокосинская улица, дом 12, корпус 5",82024
365,350521,2022,замена лифтового оборудования,2.0,2б,19.06.2022,22.08.2022,19.06.2022,07.10.2022,Восточный административный округ,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 14, корпус 1",82001
366,350524,2022,замена лифтового оборудования,2.0,2а,22.03.2022,25.05.2022,22.03.2022,17.06.2022,Восточный административный округ,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 14, корпус 1",82001
367,350523,2022,замена лифтового оборудования,1.0,1а,22.03.2022,25.05.2022,22.03.2022,17.06.2022,Восточный административный округ,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 14, корпус 1",82001
368,350522,2022,замена лифтового оборудования,1.0,1б,19.06.2022,22.08.2022,19.06.2022,07.10.2022,Восточный административный округ,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 14, корпус 1",82001
369,350525,2022,замена лифтового оборудования,3.0,3б,19.06.2022,22.08.2022,19.06.2022,07.10.2022,Восточный административный округ,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 14, корпус 2",82002
370,350528,2022,замена лифтового оборудования,3.0,3а,22.03.2022,25.05.2022,22.03.2022,17.06.2022,Восточный административный округ,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 14, корпус 2",82002
371,350527,2022,замена лифтового оборудования,4.0,4б,19.06.2022,22.08.2022,19.06.2022,07.10.2022,Восточный административный округ,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 14, корпус 2",82002
372,350526,2022,замена лифтового оборудования,4.0,4а,22.03.2022,25.05.2022,22.03.2022,17.06.2022,Восточный административный округ,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 14, корпус 2",82002
373,350529,2022,замена лифтового оборудования,10.0,10а,22.03.2022,25.05.2022,22.03.2022,17.06.2022,Восточный административный округ,район Новокосино,"город Москва, Новокосинская улица, дом 14, корпус 3",82003
374,350532,2022,замена лифтового оборудования,9.0,9б,19.06.2022,22.08.2022,19.06.2022,07.10.2022,Восточный административный округ,район Новокосино,"город Москва, Новокосинская улица, дом 14, корпус 3",82003
375,350531,2022,замена лифтового оборудования,10.0,10б,19.06.2022,22.08.2022,19.06.2022,07.10.2022,Восточный административный округ,район Новокосино,"город Москва, Новокосинская улица, дом 14, корпус 3",82003
376,350530,2022,замена лифтового оборудования,9.0,9а,22.03.2022,25.05.2022,22.03.2022,17.06.2022,Восточный административный округ,район Новокосино,"город Москва, Новокосинская улица, дом 14, корпус 3",82003
377,350533,2022,замена лифтового оборудования,7.0,7а,22.03.2022,25.05.2022,22.03.2022,17.06.2022,Восточный административный округ,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 14, корпус 4",82009
378,350536,2022,замена лифтового оборудования,8.0,8а,22.03.2022,25.05.2022,22.03.2022,17.06.2022,Восточный административный округ,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 14, корпус 4",82009
379,350535,2022,замена лифтового оборудования,7.0,7б,19.06.2022,22.08.2022,19.06.2022,07.10.2022,Восточный административный округ,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 14, корпус 4",82009
380,350534,2022,замена лифтового оборудования,8.0,8б,19.06.2022,22.08.2022,19.06.2022,07.10.2022,Восточный административный округ,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 14, корпус 4",82009
381,350537,2022,замена лифтового оборудования,6.0,6б,19.06.2022,22.08.2022,19.06.2022,07.10.2022,Восточный административный округ,район Новокосино,"город Москва, Новокосинская улица, дом 14, корпус 5",82004
382,350540,2022,замена лифтового оборудования,5.0,5а,22.03.2022,25.05.2022,22.03.2022,17.06.2022,Восточный административный округ,район Новокосино,"город Москва, Новокосинская улица, дом 14, корпус 5",82004
383,350539,2022,замена лифтового оборудования,6.0,6а,22.03.2022,25.05.2022,22.03.2022,17.06.2022,Восточный административный округ,район Новокосино,"город Москва, Новокосинская улица, дом 14, корпус 5",82004
384,350538,2022,замена лифтового оборудования,5.0,5б,19.06.2022,22.08.2022,19.06.2022,07.10.2022,Восточный административный округ,район Новокосино,"город Москва, Новокосинская улица, дом 14, корпус 5",82004
385,350541,2022,замена лифтового оборудования,1.0,1,18.03.2022,01.05.2022,18.03.2022,07.07.2022,Восточный административный округ,район Вешняки,"город Москва, улица Молдагуловой, дом 16, корпус 3",82032
386,350544,2022,замена лифтового оборудования,2.0,2а,26.05.2022,29.07.2022,01.07.2022,09.09.2022,Восточный административный округ,район Вешняки,"город Москва, улица Молдагуловой, дом 16, корпус 3",82032
387,350543,2022,замена лифтового оборудования,1.0,1а,26.05.2022,29.07.2022,01.07.2022,09.09.2022,Восточный административный округ,район Вешняки,"город Москва, улица Молдагуловой, дом 16, корпус 3",82032
388,350542,2022,замена лифтового оборудования,2.0,2,18.03.2022,01.05.2022,18.03.2022,07.07.2022,Восточный административный округ,район Вешняки,"город Москва, улица Молдагуловой, дом 16, корпус 3",82032
389,395994,2022,ремонт фасадов,,,01.04.2022,31.08.2022,29.04.2022,31.10.2022,Восточный административный округ,район Гольяново,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гольяново, Байкальская улица, дом 44, корпус 4",1260
390,395995,2022,ремонт внутридомовых инженерных систем электроснабжения,,,11.03.2022,10.07.2022,21.03.2022,10.07.2022,Восточный административный округ,район Гольяново,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гольяново, Байкальская улица, дом 44, корпус 4",1260
391,395996,2022,ремонт внутридомовых инженерных систем водоотведения (канализации) (выпуски и сборные трубопроводы),,,11.03.2022,10.07.2022,07.02.2022,18.05.2022,Восточный административный округ,район Гольяново,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гольяново, Байкальская улица, дом 44, корпус 4",1260
392,396001,2022,ремонт пожарного водопровода,,,11.03.2022,20.06.2022,24.01.2022,18.05.2022,Восточный административный округ,район Гольяново,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гольяново, Байкальская улица, дом 44, корпус 4",1260
393,395998,2022,ремонт крыши,,,11.05.2022,31.08.2022,19.05.2022,19.08.2022,Восточный административный округ,район Гольяново,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гольяново, Байкальская улица, дом 44, корпус 4",1260
394,395999,2022,"ремонт подвальных помещений, относящихся к общему имуществу в многоквартирном доме",,,21.05.2022,30.09.2022,21.03.2022,18.08.2022,Восточный административный округ,район Гольяново,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гольяново, Байкальская улица, дом 44, корпус 4",1260
395,396000,2022,"ремонт подъездов, направленный на восстановление их надлежащего состояния и проводимый при выполнении иных работ по капитальному ремонту общего имущества в многоквартирном доме",,,21.05.2022,31.10.2022,20.05.2022,09.12.2022,Восточный административный округ,район Гольяново,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гольяново, Байкальская улица, дом 44, корпус 4",1260
396,395997,2022,ремонт мусоропровода,,,11.03.2022,10.07.2022,01.03.2022,18.05.2022,Восточный административный округ,район Гольяново,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гольяново, Байкальская улица, дом 44, корпус 4",1260
397,394436,2022,ремонт внутридомовых инженерных систем холодного водоснабжения (стояки),,,01.05.2022,20.08.2022,19.05.2022,17.06.2022,Восточный административный округ,район Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, Верхняя Первомайская улица, дом 24/17",19238
398,394438,2022,ремонт внутридомовых инженерных систем теплоснабжения (стояки),,,01.05.2022,31.08.2022,19.05.2022,03.08.2022,Восточный административный округ,район Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, Верхняя Первомайская улица, дом 24/17",19238
399,394440,2022,"ремонт подъездов, направленный на восстановление их надлежащего состояния и проводимый при выполнении иных работ по капитальному ремонту общего имущества в многоквартирном доме",,,01.06.2022,30.09.2022,06.06.2022,29.09.2022,Восточный административный округ,район Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, Верхняя Первомайская улица, дом 24/17",19238
400,394441,2022,ремонт фасадов,,,21.04.2022,30.09.2022,28.04.2022,07.10.2022,Восточный административный округ,район Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, Верхняя Первомайская улица, дом 24/17",19238
401,394439,2022,ремонт крыши,,,21.04.2022,30.09.2022,16.02.2022,04.08.2022,Восточный административный округ,район Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, Верхняя Первомайская улица, дом 24/17",19238
402,355527,2022,ремонт внутридомовых инженерных систем холодного водоснабжения (разводящие магистрали),,,01.07.2022,31.10.2022,30.03.2022,04.08.2022,Восточный административный округ,район Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, Верхняя Первомайская улица, дом 6, корпус 3",19230
403,355530,2022,ремонт крыши,,,01.07.2022,20.10.2022,22.04.2022,04.08.2022,Восточный административный округ,район Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, Верхняя Первомайская улица, дом 6, корпус 3",19230
404,355529,2022,ремонт внутридомовых инженерных систем теплоснабжения (разводящие магистрали),,,01.07.2022,20.09.2022,04.05.2022,04.08.2022,Восточный административный округ,район Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, Верхняя Первомайская улица, дом 6, корпус 3",19230
405,355528,2022,ремонт внутридомовых инженерных систем горячего водоснабжения (разводящие магистрали),,,01.07.2022,31.10.2022,30.03.2022,04.08.2022,Восточный административный округ,район Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, Верхняя Первомайская улица, дом 6, корпус 3",19230
406,348551,2022,"ремонт подвальных помещений, относящихся к общему имуществу в многоквартирном доме",,,21.05.2022,30.09.2022,14.02.2022,16.12.2022,Восточный административный округ,район Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, Нижняя Первомайская улица, дом 19А",19274
407,348553,2022,ремонт внутридомовых инженерных систем теплоснабжения (разводящие магистрали),,,21.04.2022,10.07.2022,16.05.2022,11.08.2022,Восточный административный округ,район Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, Нижняя Первомайская улица, дом 19А",19274
408,348552,2022,ремонт внутридомовых инженерных систем холодного водоснабжения (разводящие магистрали),,,21.02.2022,20.06.2022,01.02.2022,19.07.2022,Восточный административный округ,район Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, Нижняя Первомайская улица, дом 19А",19274
409,312818,2022,ремонт фасадов,,,11.04.2022,10.09.2022,25.04.2022,10.08.2022,Восточный административный округ,район Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, 7-я Парковая улица, дом 25",18685
410,367063,2022,"ремонт подъездов, направленный на восстановление их надлежащего состояния и проводимый при выполнении иных работ по капитальному ремонту общего имущества в многоквартирном доме",,,11.06.2022,31.10.2022,28.03.2022,05.07.2022,Восточный административный округ,район Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, 7-я Парковая улица, дом 25",18685
411,367065,2022,ремонт внутридомовых инженерных систем теплоснабжения (разводящие магистрали),,,21.04.2022,20.08.2022,28.03.2022,12.08.2022,Восточный административный округ,район Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, 7-я Парковая улица, дом 25",18685
412,367064,2022,ремонт крыши,,,11.04.2022,10.09.2022,16.05.2022,20.09.2022,Восточный административный округ,район Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, 7-я Парковая улица, дом 25",18685
413,352186,2022,ремонт крыши,,,21.05.2022,10.09.2022,12.05.2022,18.10.2022,Восточный административный округ,район Восточное Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Восточное Измайлово, Первомайская улица, дом 100",19211
414,369304,2022,ремонт фасадов,,,01.05.2022,20.10.2022,22.04.2022,03.11.2022,Восточный административный округ,район Восточное Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Восточное Измайлово, Первомайская улица, дом 100",19211
415,352639,2022,ремонт фасадов,,,21.04.2022,20.09.2022,24.05.2022,16.08.2022,Восточный административный округ,район Сокольники,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Сокольники, улица Сокольнический Вал, дом 46",24241
416,369641,2022,ремонт крыши,,,11.05.2022,31.08.2022,15.06.2022,17.08.2022,Восточный административный округ,район Сокольники,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Сокольники, улица Сокольнический Вал, дом 46",24241
417,352667,2022,"ремонт подвальных помещений, относящихся к общему имуществу в многоквартирном доме",,,21.05.2022,30.09.2022,03.03.2022,09.06.2022,Восточный административный округ,район Новогиреево,"город Москва, Кусковская улица, дом 29, корпус 2",12341
418,367837,2022,ремонт внутридомовых инженерных систем холодного водоснабжения (разводящие магистрали),,,21.04.2022,10.08.2022,19.01.2022,03.06.2022,Восточный административный округ,район Новогиреево,"город Москва, Кусковская улица, дом 29, корпус 2",12341
419,367835,2022,ремонт внутридомовых инженерных систем горячего водоснабжения (разводящие магистрали),,,21.04.2022,10.08.2022,19.01.2022,03.06.2022,Восточный административный округ,район Новогиреево,"город Москва, Кусковская улица, дом 29, корпус 2",12341
420,367836,2022,ремонт внутридомовых инженерных систем теплоснабжения (разводящие магистрали),,,21.04.2022,10.07.2022,21.04.2022,01.06.2022,Восточный административный округ,район Новогиреево,"город Москва, Кусковская улица, дом 29, корпус 2",12341
421,367834,2022,ремонт внутридомовых инженерных систем водоотведения (канализации) (выпуски и сборные трубопроводы),,,21.04.2022,10.08.2022,16.02.2022,03.06.2022,Восточный административный округ,район Новогиреево,"город Москва, Кусковская улица, дом 29, корпус 2",12341
422,352669,2022,"ремонт подвальных помещений, относящихся к общему имуществу в многоквартирном доме",,,21.05.2022,30.09.2022,02.03.2022,01.06.2022,Восточный административный округ,район Новогиреево,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новогиреево, Союзный проспект, дом 20, корпус 4",24433
423,430635,2022,ремонт внутридомовых инженерных систем холодного водоснабжения (разводящие магистрали),,,21.04.2022,10.08.2022,28.02.2022,01.06.2022,Восточный административный округ,район Новогиреево,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новогиреево, Союзный проспект, дом 20, корпус 4",24433
424,430633,2022,ремонт внутридомовых инженерных систем горячего водоснабжения (разводящие магистрали),,,21.04.2022,10.08.2022,28.02.2022,01.06.2022,Восточный административный округ,район Новогиреево,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новогиреево, Союзный проспект, дом 20, корпус 4",24433
425,430634,2022,ремонт внутридомовых инженерных систем теплоснабжения (разводящие магистрали),,,21.04.2022,10.07.2022,01.04.2022,01.06.2022,Восточный административный округ,район Новогиреево,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новогиреево, Союзный проспект, дом 20, корпус 4",24433
426,430632,2022,ремонт внутридомовых инженерных систем водоотведения (канализации) (выпуски и сборные трубопроводы),,,21.04.2022,10.08.2022,17.03.2022,01.06.2022,Восточный административный округ,район Новогиреево,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новогиреево, Союзный проспект, дом 20, корпус 4",24433
427,352694,2022,"ремонт подвальных помещений, относящихся к общему имуществу в многоквартирном доме",,,21.05.2022,30.09.2022,03.03.2022,08.06.2022,Восточный административный округ,район Перово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Перово, 1-я Владимирская улица, дом 6",3977
428,352693,2022,ремонт фасадов,,,21.04.2022,10.10.2022,19.05.2022,30.08.2022,Восточный административный округ,район Перово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Перово, 1-я Владимирская улица, дом 6",3977
429,369807,2022,ремонт крыши,,,11.05.2022,31.08.2022,17.06.2022,30.08.2022,Восточный административный округ,район Перово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Перово, 1-я Владимирская улица, дом 6",3977
430,369802,2022,ремонт внутридомовых инженерных систем горячего водоснабжения (разводящие магистрали),,,21.04.2022,10.08.2022,18.02.2022,08.06.2022,Восточный административный округ,район Перово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Перово, 1-я Владимирская улица, дом 6",3977
431,369803,2022,ремонт внутридомовых инженерных систем теплоснабжения (разводящие магистрали),,,21.04.2022,10.07.2022,21.04.2022,08.06.2022,Восточный административный округ,район Перово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Перово, 1-я Владимирская улица, дом 6",3977
432,369805,2022,ремонт внутридомовых инженерных систем холодного водоснабжения (разводящие магистрали),,,21.04.2022,10.08.2022,18.02.2022,08.06.2022,Восточный административный округ,район Перово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Перово, 1-я Владимирская улица, дом 6",3977
433,369801,2022,ремонт внутридомовых инженерных систем водоотведения (канализации) (выпуски и сборные трубопроводы),,,21.04.2022,10.08.2022,02.03.2022,08.06.2022,Восточный административный округ,район Перово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Перово, 1-я Владимирская улица, дом 6",3977
434,352721,2022,"ремонт подвальных помещений, относящихся к общему имуществу в многоквартирном доме",,,01.06.2022,10.10.2022,29.03.2022,24.06.2022,Восточный административный округ,район Ивановское,"город Москва, Челябинская улица, дом 29",28423
435,352719,2022,ремонт внутридомовых инженерных систем горячего водоснабжения (разводящие магистрали),,,01.05.2022,20.08.2022,16.02.2022,23.06.2022,Восточный административный округ,район Ивановское,"город Москва, Челябинская улица, дом 29",28423
436,352720,2022,ремонт внутридомовых инженерных систем теплоснабжения (разводящие магистрали),,,01.05.2022,20.08.2022,18.04.2022,01.08.2022,Восточный административный округ,район Ивановское,"город Москва, Челябинская улица, дом 29",28423
437,352718,2022,ремонт внутридомовых инженерных систем холодного водоснабжения (разводящие магистрали),,,01.05.2022,20.08.2022,16.02.2022,23.06.2022,Восточный административный округ,район Ивановское,"город Москва, Челябинская улица, дом 29",28423
438,354518,2022,"замена оконных блоков, расположенных в помещениях общего пользования",,,01.05.2022,31.07.2022,25.05.2022,28.07.2022,Восточный административный округ,район Ивановское,"город Москва, Челябинская улица, дом 29",28423
439,430713,2022,ремонт внутридомовых инженерных систем водоотведения (канализации) (выпуски и сборные трубопроводы),,,01.05.2022,20.08.2022,16.02.2022,10.08.2022,Восточный административный округ,район Ивановское,"город Москва, Челябинская улица, дом 29",28423
440,352769,2022,ремонт внутридомовых инженерных систем газоснабжения,,,21.05.2022,30.09.2022,04.04.2022,06.10.2022,Восточный административный округ,район Северное Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Северное Измайлово, 13-я Парковая улица, дом 32",18867
441,349036,2022,ремонт внутридомовых инженерных систем электроснабжения,,,01.03.2022,30.06.2022,21.02.2022,30.06.2022,Восточный административный округ,район Новогиреево,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новогиреево, Зелёный проспект, дом 68, корпус 1",8400
442,352981,2022,"ремонт подвальных помещений, относящихся к общему имуществу в многоквартирном доме",,,21.05.2022,30.09.2022,02.03.2022,02.06.2022,Восточный административный округ,район Новогиреево,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новогиреево, Союзный проспект, дом 20, корпус 3",24432
443,430770,2022,ремонт внутридомовых инженерных систем теплоснабжения (разводящие магистрали),,,21.04.2022,10.07.2022,01.04.2022,02.06.2022,Восточный административный округ,район Новогиреево,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новогиреево, Союзный проспект, дом 20, корпус 3",24432
444,430767,2022,ремонт внутридомовых инженерных систем холодного водоснабжения (разводящие магистрали),,,21.04.2022,10.08.2022,15.02.2022,01.06.2022,Восточный административный округ,район Новогиреево,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новогиреево, Союзный проспект, дом 20, корпус 3",24432
445,430768,2022,ремонт внутридомовых инженерных систем горячего водоснабжения (разводящие магистрали),,,21.04.2022,10.08.2022,15.02.2022,01.06.2022,Восточный административный округ,район Новогиреево,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новогиреево, Союзный проспект, дом 20, корпус 3",24432
446,430769,2022,ремонт внутридомовых инженерных систем водоотведения (канализации) (выпуски и сборные трубопроводы),,,21.04.2022,10.08.2022,17.03.2022,02.06.2022,Восточный административный округ,район Новогиреево,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новогиреево, Союзный проспект, дом 20, корпус 3",24432
447,348463,2022,замена лифтового оборудования,1.0,1,08.04.2022,27.05.2022,17.03.2022,16.05.2022,Восточный административный округ,район Новогиреево,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новогиреево, Союзный проспект, дом 9, корпус 2",24420
448,348462,2022,замена лифтового оборудования,1.0,1а,24.01.2022,14.03.2022,10.01.2022,15.03.2022,Восточный административный округ,район Новогиреево,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новогиреево, Союзный проспект, дом 9, корпус 2",24420
449,352970,2022,ремонт внутридомовых инженерных систем теплоснабжения (стояки),,,01.05.2022,20.08.2022,20.06.2022,28.10.2022,Восточный административный округ,район Новогиреево,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новогиреево, Союзный проспект, дом 9, корпус 2",24420
450,394427,2022,"ремонт подъездов, направленный на восстановление их надлежащего состояния и проводимый при выполнении иных работ по капитальному ремонту общего имущества в многоквартирном доме",,,01.06.2022,30.09.2022,27.05.2022,03.08.2022,Восточный административный округ,район Новогиреево,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новогиреево, Федеративный проспект, дом 21, корпус 1",27087
451,348773,2022,"ремонт подвальных помещений, относящихся к общему имуществу в многоквартирном доме",,,21.05.2022,30.09.2022,14.04.2022,25.11.2022,Восточный административный округ,район Новогиреево,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новогиреево, Федеративный проспект, дом 32, корпус 1",27106
452,348772,2022,ремонт фасадов,,,01.04.2022,31.08.2022,26.04.2022,27.10.2022,Восточный административный округ,район Новогиреево,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новогиреево, Федеративный проспект, дом 32, корпус 1",27106
453,394773,2022,ремонт внутридомовых инженерных систем теплоснабжения (разводящие магистрали),,,21.04.2022,10.07.2022,25.04.2022,01.08.2022,Восточный административный округ,район Новогиреево,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новогиреево, Федеративный проспект, дом 32, корпус 1",27106
